aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,23,0.820815,0.6071,0.036041,0.0014012876199558377
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,24,0.815796,0.6151,0.036708,0.0014364469097927213
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,25,0.810973,0.626,0.037505,0.001469472306780517
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,26,0.806709,0.625,0.038157,0.001498344005085528
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,27,0.802627,0.643,0.038944,0.001529392902739346
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,28,0.798509,0.6429,0.039494,0.0015610706759616733
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,29,0.794861,0.6452,0.040027,0.0015883970772847533
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,30,0.791154,0.6542,0.040619,0.0016202505212277174
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,31,0.787923,0.6562,0.041193,0.0016454545548185706
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,32,0.784648,0.6515,0.041706,0.001675213105045259
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,33,0.781714,0.6531,0.042212,0.001701051602140069
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,34,0.778888,0.6573,0.042597,0.0017291737021878362
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,35,0.776182,0.6632,0.043019,0.001756266108714044
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,36,0.773753,0.669,0.043375,0.0017821082146838307
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,37,0.771421,0.6718,0.043684,0.0018094767583534122
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,38,0.769327,0.6737,0.044061,0.0018357756780460477
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,39,0.767321,0.6822,0.04431,0.0018639424815773964
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,40,0.765561,0.6809,0.044613,0.0018890154315158725
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,41,0.764039,0.6767,0.044848,0.0019132326124235988
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,42,0.762714,0.6903,0.045072,0.0019354321993887424
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,43,0.761522,0.6867,0.045289,0.00196052179671824
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,44,0.760476,0.6897,0.045461,0.0019847839139401913
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,45,0.759623,0.6988,0.045633,0.002008996205404401
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,46,0.758965,0.7101,0.045793,0.0020319633185863495
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,47,0.758456,0.7101,0.045921,0.0020573812071233988
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,48,0.758131,0.7028,0.046001,0.0020814891904592514
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l20,20.0,1,0.05,resnet18,49,0.757982,0.7031,0.046076,0.0021062777377665043
