aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,g_protos_std,global_test_accuracy,inter_client_proto_std,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,21,0.982375,0.6001,0.010483,0.001343024312518537
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,22,0.981595,0.6085,0.010708,0.0013777052517980337
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,23,0.980845,0.6093,0.010901,0.0014074273640289903
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,24,0.980101,0.6098,0.011129,0.0014434413751587272
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,25,0.979391,0.6285,0.011323,0.0014764077495783567
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,26,0.978733,0.6314,0.011516,0.0015056391712278128
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,27,0.978102,0.64,0.01173,0.0015379188116639853
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,28,0.977483,0.6405,0.011906,0.0015694957692176104
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,29,0.976915,0.6481,0.012054,0.0015974942361935973
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,30,0.976359,0.6534,0.012228,0.0016291303327307105
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,31,0.975855,0.6567,0.012406,0.0016558505594730377
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,32,0.975351,0.6537,0.012575,0.0016859304159879684
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,33,0.974886,0.6539,0.012739,0.0017114259535446763
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,34,0.974452,0.6607,0.012875,0.0017398688942193985
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,35,0.974028,0.6643,0.013037,0.001767568290233612
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,36,0.973647,0.67,0.013161,0.0017940332181751728
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,37,0.973282,0.672,0.013283,0.0018224531086161733
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,38,0.972953,0.6756,0.013435,0.0018487584311515093
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,39,0.972639,0.6837,0.013565,0.0018781793769448996
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,40,0.972363,0.6826,0.013694,0.0019035489531233907
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,41,0.972119,0.6784,0.013819,0.0019275113008916378
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,42,0.971906,0.6867,0.013934,0.0019511313876137137
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,43,0.971723,0.6822,0.014023,0.0019774571992456913
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,44,0.971561,0.6864,0.014149,0.0020015640184283257
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,45,0.971431,0.6933,0.014258,0.0020270738750696182
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,46,0.971327,0.7057,0.014367,0.0020512668415904045
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,47,0.971253,0.7101,0.014465,0.0020764919463545084
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,48,0.971206,0.7066,0.014536,0.002101127291098237
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.3l2.5,2.5,1,0.05,resnet18,49,0.971193,0.7034,0.014614,0.0021267265547066927
