aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,39,0.5655,0.0018194308504462242
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,40,0.5682,0.001844131271354854
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,41,0.5516,0.0018660443602129817
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,42,0.5686,0.0018900713184848428
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,43,0.577,0.0019142095698043704
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,44,0.5623,0.0019369892543181777
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,45,0.5687,0.0019588859286159277
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,46,0.5788,0.0019811561796814203
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,47,0.573,0.0020028839353471994
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,48,0.5985,0.002025407738983631
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,2.5,1,0.05,resnet18,49,0.5744,0.0020488016307353973
