aggregation_method,algorithm,exp_name,lambda_align_initial,server.local_epochs,server.lr,server.model_name,round,global_test_accuracy,model_variance_mean
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,37,0.5841,0.0017667216015979648
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,38,0.5672,0.0017918626544997096
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,39,0.5584,0.001815554453060031
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,40,0.5568,0.0018403840949758887
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,41,0.5539,0.0018622701754793525
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,42,0.5791,0.0018860878190025687
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,43,0.572,0.001909772981889546
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,44,0.5725,0.0019324739696457982
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,45,0.5782,0.001953098806552589
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,46,0.5871,0.0019751691725105047
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,47,0.5913,0.0019966824911534786
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,48,0.5937,0.0020194738171994686
N/A,OneshotOursV7 with DRCL (ETF Anchors) and Lambda Annealing,CIFAR10_alpha0.05,1.0,1,0.05,resnet18,49,0.5889,0.0020424374379217625
